n_estimators200 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9929 (0.00058),0.9929 (0.00058),0.9909 (0.00071),0.9949 (0.00083),0.9859 (0.00116),0.9785 (0.00291),0.9785 (0.00288),0.9802 (0.00262),0.9768 (0.00447),0.9569 (0.00581),0.9754 (0.00132),0.9754 (0.00130),0.9762 (0.00158),0.9747 (0.00270),0.9508 (0.00264)
n_estimators200 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9937 (0.00020),0.9937 (0.00020),0.9914 (0.00015),0.9961 (0.00054),0.9875 (0.00040),0.9791 (0.00304),0.9792 (0.00304),0.9802 (0.00303),0.9781 (0.00363),0.9583 (0.00609),0.9764 (0.00065),0.9764 (0.00060),0.9763 (0.00129),0.9766 (0.00249),0.9529 (0.00129)
n_estimators200 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9926 (0.00063),0.9926 (0.00063),0.9909 (0.00061),0.9943 (0.00096),0.9852 (0.00127),0.9784 (0.00259),0.9785 (0.00256),0.9801 (0.00273),0.9769 (0.00412),0.9569 (0.00517),0.9755 (0.00145),0.9755 (0.00143),0.9764 (0.00160),0.9746 (0.00253),0.9509 (0.00290)
n_estimators200 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9938 (0.00065),0.9938 (0.00065),0.9915 (0.00052),0.9961 (0.00079),0.9876 (0.00130),0.9792 (0.00231),0.9793 (0.00232),0.9810 (0.00339),0.9775 (0.00296),0.9585 (0.00464),0.9767 (0.00060),0.9767 (0.00058),0.9769 (0.00144),0.9765 (0.00193),0.9534 (0.00119)
n_estimators200 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9920 (0.00070),0.9920 (0.00070),0.9905 (0.00066),0.9935 (0.00126),0.9840 (0.00140),0.9782 (0.00253),0.9782 (0.00250),0.9798 (0.00268),0.9766 (0.00406),0.9563 (0.00505),0.9752 (0.00107),0.9753 (0.00106),0.9761 (0.00189),0.9745 (0.00227),0.9505 (0.00214)
n_estimators200 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9938 (0.00065),0.9938 (0.00065),0.9915 (0.00052),0.9961 (0.00079),0.9876 (0.00130),0.9792 (0.00231),0.9793 (0.00232),0.9810 (0.00339),0.9775 (0.00296),0.9585 (0.00464),0.9767 (0.00060),0.9767 (0.00058),0.9769 (0.00144),0.9765 (0.00193),0.9534 (0.00119)
n_estimators200 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9919 (0.00071),0.9919 (0.00071),0.9905 (0.00080),0.9933 (0.00122),0.9838 (0.00142),0.9785 (0.00249),0.9785 (0.00246),0.9800 (0.00249),0.9771 (0.00405),0.9570 (0.00497),0.9754 (0.00121),0.9754 (0.00119),0.9761 (0.00150),0.9748 (0.00232),0.9508 (0.00242)
n_estimators200 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9937 (0.00045),0.9937 (0.00045),0.9916 (0.00030),0.9959 (0.00068),0.9875 (0.00091),0.9797 (0.00245),0.9797 (0.00244),0.9808 (0.00265),0.9786 (0.00351),0.9593 (0.00491),0.9766 (0.00079),0.9766 (0.00077),0.9762 (0.00133),0.9771 (0.00209),0.9533 (0.00158)
n_estimators200 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9918 (0.00073),0.9918 (0.00073),0.9907 (0.00077),0.9930 (0.00124),0.9837 (0.00146),0.9782 (0.00250),0.9783 (0.00247),0.9800 (0.00241),0.9766 (0.00402),0.9565 (0.00500),0.9758 (0.00117),0.9759 (0.00115),0.9767 (0.00128),0.9750 (0.00258),0.9517 (0.00234)
n_estimators200 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9911 (0.00064),0.9911 (0.00063),0.9896 (0.00026),0.9926 (0.00107),0.9822 (0.00128),0.9774 (0.00248),0.9775 (0.00247),0.9795 (0.00255),0.9754 (0.00309),0.9549 (0.00496),0.9745 (0.00168),0.9745 (0.00164),0.9751 (0.00054),0.9739 (0.00316),0.9490 (0.00335)
n_estimators200 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9885 (0.00088),0.9885 (0.00088),0.9887 (0.00103),0.9883 (0.00141),0.9770 (0.00176),0.9777 (0.00259),0.9778 (0.00256),0.9795 (0.00255),0.9761 (0.00429),0.9554 (0.00519),0.9743 (0.00140),0.9744 (0.00138),0.9755 (0.00167),0.9732 (0.00282),0.9487 (0.00281)
n_estimators200 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9911 (0.00064),0.9911 (0.00063),0.9896 (0.00026),0.9926 (0.00107),0.9822 (0.00128),0.9774 (0.00248),0.9775 (0.00247),0.9795 (0.00255),0.9754 (0.00309),0.9549 (0.00496),0.9745 (0.00168),0.9745 (0.00164),0.9751 (0.00054),0.9739 (0.00316),0.9490 (0.00335)
n_estimators200 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9883 (0.00086),0.9883 (0.00085),0.9886 (0.00086),0.9880 (0.00148),0.9766 (0.00172),0.9775 (0.00243),0.9776 (0.00239),0.9794 (0.00200),0.9758 (0.00410),0.9551 (0.00485),0.9742 (0.00174),0.9743 (0.00171),0.9753 (0.00141),0.9732 (0.00303),0.9485 (0.00347)
n_estimators200 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9911 (0.00064),0.9911 (0.00063),0.9896 (0.00026),0.9926 (0.00107),0.9822 (0.00128),0.9774 (0.00248),0.9775 (0.00247),0.9795 (0.00255),0.9754 (0.00309),0.9549 (0.00496),0.9745 (0.00168),0.9745 (0.00164),0.9751 (0.00054),0.9739 (0.00316),0.9490 (0.00335)
n_estimators200 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9884 (0.00081),0.9884 (0.00081),0.9889 (0.00091),0.9880 (0.00136),0.9769 (0.00163),0.9777 (0.00260),0.9778 (0.00257),0.9799 (0.00263),0.9757 (0.00410),0.9555 (0.00520),0.9743 (0.00154),0.9743 (0.00151),0.9754 (0.00143),0.9732 (0.00288),0.9485 (0.00308)
n_estimators20 max_depth10 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9976 (0.00027),0.9976 (0.00027),0.9953 (0.00045),0.9999 (0.00015),0.9952 (0.00054),0.9778 (0.00231),0.9778 (0.00227),0.9777 (0.00233),0.9779 (0.00480),0.9555 (0.00463),0.9743 (0.00159),0.9743 (0.00153),0.9747 (0.00268),0.9740 (0.00444),0.9487 (0.00317)
n_estimators20 max_depth10 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9960 (0.00080),0.9960 (0.00081),0.9935 (0.00143),0.9985 (0.00071),0.9920 (0.00160),0.9755 (0.00285),0.9756 (0.00284),0.9768 (0.00380),0.9743 (0.00392),0.9511 (0.00569),0.9730 (0.00266),0.9730 (0.00267),0.9737 (0.00384),0.9722 (0.00287),0.9459 (0.00531)
n_estimators20 max_depth10 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9979 (0.00060),0.9979 (0.00060),0.9961 (0.00104),0.9997 (0.00045),0.9958 (0.00119),0.9788 (0.00169),0.9789 (0.00168),0.9814 (0.00166),0.9763 (0.00211),0.9576 (0.00338),0.9764 (0.00135),0.9765 (0.00131),0.9778 (0.00015),0.9752 (0.00277),0.9529 (0.00269)
n_estimators20 max_depth10 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9960 (0.00096),0.9960 (0.00096),0.9937 (0.00162),0.9982 (0.00077),0.9920 (0.00191),0.9752 (0.00296),0.9752 (0.00294),0.9768 (0.00358),0.9736 (0.00421),0.9504 (0.00591),0.9729 (0.00305),0.9729 (0.00304),0.9743 (0.00329),0.9715 (0.00382),0.9458 (0.00610)
n_estimators20 max_depth10 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9976 (0.00056),0.9976 (0.00057),0.9954 (0.00098),0.9999 (0.00015),0.9953 (0.00112),0.9744 (0.00202),0.9744 (0.00195),0.9749 (0.00166),0.9739 (0.00480),0.9488 (0.00403),0.9748 (0.00243),0.9748 (0.00242),0.9748 (0.00283),0.9747 (0.00328),0.9495 (0.00486)
n_estimators20 max_depth10 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9951 (0.00123),0.9951 (0.00124),0.9931 (0.00224),0.9970 (0.00083),0.9902 (0.00246),0.9753 (0.00288),0.9754 (0.00288),0.9776 (0.00366),0.9731 (0.00337),0.9506 (0.00576),0.9731 (0.00227),0.9731 (0.00228),0.9746 (0.00350),0.9716 (0.00256),0.9462 (0.00454)
n_estimators20 max_depth10 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9976 (0.00110),0.9976 (0.00110),0.9953 (0.00205),0.9999 (0.00015),0.9952 (0.00219),0.9770 (0.00367),0.9770 (0.00369),0.9777 (0.00491),0.9764 (0.00335),0.9540 (0.00735),0.9741 (0.00300),0.9741 (0.00303),0.9746 (0.00445),0.9736 (0.00303),0.9481 (0.00601)
n_estimators20 max_depth10 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9943 (0.00116),0.9943 (0.00117),0.9926 (0.00171),0.9959 (0.00109),0.9886 (0.00232),0.9756 (0.00378),0.9756 (0.00377),0.9772 (0.00382),0.9741 (0.00493),0.9512 (0.00756),0.9724 (0.00276),0.9724 (0.00275),0.9735 (0.00317),0.9713 (0.00377),0.9448 (0.00552)
n_estimators20 max_depth10 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9976 (0.00110),0.9976 (0.00110),0.9953 (0.00205),0.9999 (0.00015),0.9952 (0.00219),0.9770 (0.00367),0.9770 (0.00369),0.9777 (0.00491),0.9764 (0.00335),0.9540 (0.00735),0.9741 (0.00300),0.9741 (0.00303),0.9746 (0.00445),0.9736 (0.00303),0.9481 (0.00601)
n_estimators20 max_depth10 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9942 (0.00104),0.9942 (0.00104),0.9927 (0.00172),0.9958 (0.00099),0.9885 (0.00207),0.9749 (0.00297),0.9750 (0.00297),0.9767 (0.00400),0.9732 (0.00396),0.9498 (0.00594),0.9719 (0.00244),0.9720 (0.00245),0.9735 (0.00325),0.9704 (0.00279),0.9438 (0.00489)
n_estimators20 max_depth10 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9979 (0.00056),0.9979 (0.00057),0.9962 (0.00113),0.9997 (0.00000),0.9959 (0.00112),0.9779 (0.00382),0.9779 (0.00383),0.9800 (0.00469),0.9759 (0.00336),0.9557 (0.00765),0.9759 (0.00190),0.9760 (0.00194),0.9780 (0.00358),0.9740 (0.00044),0.9518 (0.00382)
n_estimators20 max_depth10 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9935 (0.00105),0.9935 (0.00106),0.9919 (0.00163),0.9951 (0.00139),0.9871 (0.00211),0.9748 (0.00267),0.9748 (0.00266),0.9764 (0.00440),0.9733 (0.00409),0.9496 (0.00534),0.9725 (0.00257),0.9725 (0.00255),0.9740 (0.00321),0.9710 (0.00347),0.9449 (0.00513)
n_estimators20 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9931 (0.00117),0.9931 (0.00117),0.9924 (0.00093),0.9938 (0.00155),0.9862 (0.00234),0.9742 (0.00098),0.9743 (0.00103),0.9787 (0.00336),0.9699 (0.00163),0.9484 (0.00199),0.9732 (0.00261),0.9733 (0.00254),0.9750 (0.00068),0.9716 (0.00465),0.9465 (0.00520)
n_estimators20 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9894 (0.00175),0.9894 (0.00176),0.9902 (0.00240),0.9887 (0.00217),0.9789 (0.00351),0.9746 (0.00249),0.9747 (0.00246),0.9772 (0.00293),0.9721 (0.00419),0.9492 (0.00497),0.9716 (0.00251),0.9717 (0.00249),0.9739 (0.00274),0.9695 (0.00345),0.9432 (0.00501)
n_estimators20 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9931 (0.00117),0.9931 (0.00117),0.9924 (0.00093),0.9938 (0.00155),0.9862 (0.00234),0.9742 (0.00098),0.9743 (0.00103),0.9787 (0.00336),0.9699 (0.00163),0.9484 (0.00199),0.9732 (0.00261),0.9733 (0.00254),0.9750 (0.00068),0.9716 (0.00465),0.9465 (0.00520)
n_estimators20 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9890 (0.00144),0.9890 (0.00144),0.9897 (0.00202),0.9884 (0.00205),0.9780 (0.00289),0.9742 (0.00237),0.9742 (0.00234),0.9774 (0.00294),0.9712 (0.00411),0.9484 (0.00473),0.9711 (0.00220),0.9712 (0.00218),0.9736 (0.00263),0.9687 (0.00308),0.9422 (0.00440)
n_estimators20 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9931 (0.00117),0.9931 (0.00117),0.9924 (0.00093),0.9938 (0.00155),0.9862 (0.00234),0.9742 (0.00098),0.9743 (0.00103),0.9787 (0.00336),0.9699 (0.00163),0.9484 (0.00199),0.9732 (0.00261),0.9733 (0.00254),0.9750 (0.00068),0.9716 (0.00465),0.9465 (0.00520)
n_estimators20 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9894 (0.00175),0.9894 (0.00175),0.9900 (0.00181),0.9888 (0.00222),0.9787 (0.00350),0.9741 (0.00264),0.9742 (0.00262),0.9774 (0.00362),0.9710 (0.00402),0.9482 (0.00528),0.9715 (0.00271),0.9715 (0.00268),0.9739 (0.00272),0.9692 (0.00375),0.9429 (0.00541)
n_estimators20 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9693 (0.00177),0.9692 (0.00181),0.9653 (0.00284),0.9731 (0.00107),0.9387 (0.00353),0.9644 (0.00392),0.9642 (0.00405),0.9610 (0.00716),0.9675 (0.00105),0.9288 (0.00779),0.9594 (0.00171),0.9591 (0.00181),0.9531 (0.00445),0.9652 (0.00205),0.9188 (0.00336)
n_estimators20 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9696 (0.00201),0.9694 (0.00201),0.9652 (0.00315),0.9737 (0.00335),0.9392 (0.00403),0.9636 (0.00248),0.9635 (0.00249),0.9612 (0.00425),0.9659 (0.00417),0.9273 (0.00496),0.9599 (0.00203),0.9597 (0.00206),0.9550 (0.00354),0.9645 (0.00298),0.9199 (0.00405)
n_estimators20 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9693 (0.00137),0.9692 (0.00140),0.9649 (0.00237),0.9735 (0.00055),0.9387 (0.00272),0.9645 (0.00404),0.9643 (0.00417),0.9608 (0.00710),0.9679 (0.00126),0.9290 (0.00802),0.9597 (0.00169),0.9595 (0.00184),0.9538 (0.00530),0.9652 (0.00178),0.9195 (0.00329)
n_estimators20 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9697 (0.00226),0.9695 (0.00226),0.9641 (0.00372),0.9750 (0.00410),0.9394 (0.00452),0.9645 (0.00304),0.9644 (0.00308),0.9607 (0.00572),0.9681 (0.00481),0.9291 (0.00606),0.9598 (0.00236),0.9595 (0.00239),0.9538 (0.00476),0.9653 (0.00447),0.9196 (0.00471)
n_estimators20 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9689 (0.00163),0.9687 (0.00164),0.9633 (0.00169),0.9742 (0.00173),0.9379 (0.00327),0.9638 (0.00327),0.9637 (0.00338),0.9589 (0.00596),0.9685 (0.00161),0.9277 (0.00650),0.9602 (0.00181),0.9599 (0.00195),0.9537 (0.00498),0.9662 (0.00123),0.9204 (0.00353)
n_estimators20 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9689 (0.00178),0.9688 (0.00179),0.9650 (0.00321),0.9726 (0.00300),0.9379 (0.00354),0.9637 (0.00237),0.9636 (0.00237),0.9617 (0.00424),0.9655 (0.00403),0.9274 (0.00473),0.9592 (0.00175),0.9590 (0.00178),0.9547 (0.00360),0.9634 (0.00294),0.9185 (0.00347)
n_estimators20 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9684 (0.00135),0.9682 (0.00143),0.9624 (0.00358),0.9741 (0.00083),0.9368 (0.00264),0.9644 (0.00358),0.9642 (0.00373),0.9604 (0.00716),0.9681 (0.00023),0.9288 (0.00710),0.9590 (0.00181),0.9587 (0.00197),0.9524 (0.00544),0.9652 (0.00199),0.9181 (0.00352)
n_estimators20 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9691 (0.00237),0.9690 (0.00240),0.9639 (0.00408),0.9741 (0.00311),0.9383 (0.00473),0.9639 (0.00340),0.9638 (0.00344),0.9610 (0.00531),0.9667 (0.00422),0.9278 (0.00678),0.9596 (0.00265),0.9593 (0.00268),0.9540 (0.00372),0.9647 (0.00321),0.9192 (0.00529)
n_estimators20 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9684 (0.00135),0.9682 (0.00143),0.9624 (0.00358),0.9741 (0.00083),0.9368 (0.00264),0.9644 (0.00358),0.9642 (0.00373),0.9604 (0.00716),0.9681 (0.00023),0.9288 (0.00710),0.9590 (0.00181),0.9587 (0.00197),0.9524 (0.00544),0.9652 (0.00199),0.9181 (0.00352)
n_estimators20 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9693 (0.00226),0.9691 (0.00226),0.9649 (0.00334),0.9735 (0.00390),0.9386 (0.00453),0.9640 (0.00303),0.9639 (0.00306),0.9610 (0.00522),0.9668 (0.00441),0.9281 (0.00605),0.9595 (0.00226),0.9593 (0.00227),0.9546 (0.00373),0.9640 (0.00357),0.9190 (0.00452)
n_estimators20 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9685 (0.00182),0.9683 (0.00188),0.9618 (0.00352),0.9749 (0.00148),0.9372 (0.00360),0.9637 (0.00341),0.9635 (0.00354),0.9587 (0.00672),0.9685 (0.00147),0.9275 (0.00677),0.9598 (0.00215),0.9595 (0.00232),0.9528 (0.00586),0.9664 (0.00135),0.9198 (0.00419)
n_estimators20 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9686 (0.00193),0.9684 (0.00194),0.9637 (0.00337),0.9733 (0.00339),0.9372 (0.00386),0.9637 (0.00291),0.9636 (0.00292),0.9605 (0.00531),0.9667 (0.00522),0.9274 (0.00582),0.9596 (0.00199),0.9593 (0.00201),0.9537 (0.00379),0.9651 (0.00369),0.9192 (0.00397)
n_estimators20 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9695 (0.00120),0.9693 (0.00122),0.9626 (0.00181),0.9762 (0.00092),0.9392 (0.00239),0.9654 (0.00176),0.9652 (0.00182),0.9589 (0.00372),0.9716 (0.00189),0.9309 (0.00349),0.9608 (0.00115),0.9604 (0.00124),0.9524 (0.00328),0.9687 (0.00105),0.9217 (0.00224)
n_estimators20 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9681 (0.00164),0.9679 (0.00168),0.9631 (0.00334),0.9729 (0.00232),0.9363 (0.00326),0.9629 (0.00281),0.9628 (0.00285),0.9595 (0.00500),0.9661 (0.00379),0.9259 (0.00560),0.9587 (0.00173),0.9585 (0.00177),0.9529 (0.00364),0.9642 (0.00286),0.9176 (0.00344)
n_estimators20 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9695 (0.00120),0.9693 (0.00122),0.9626 (0.00181),0.9762 (0.00092),0.9392 (0.00239),0.9654 (0.00176),0.9652 (0.00182),0.9589 (0.00372),0.9716 (0.00189),0.9309 (0.00349),0.9608 (0.00115),0.9604 (0.00124),0.9524 (0.00328),0.9687 (0.00105),0.9217 (0.00224)
n_estimators20 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9686 (0.00206),0.9684 (0.00209),0.9641 (0.00349),0.9728 (0.00255),0.9372 (0.00410),0.9635 (0.00296),0.9634 (0.00299),0.9609 (0.00500),0.9660 (0.00423),0.9271 (0.00592),0.9594 (0.00230),0.9592 (0.00233),0.9542 (0.00389),0.9642 (0.00333),0.9188 (0.00459)
n_estimators20 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9695 (0.00120),0.9693 (0.00122),0.9626 (0.00181),0.9762 (0.00092),0.9392 (0.00239),0.9654 (0.00176),0.9652 (0.00182),0.9589 (0.00372),0.9716 (0.00189),0.9309 (0.00349),0.9608 (0.00115),0.9604 (0.00124),0.9524 (0.00328),0.9687 (0.00105),0.9217 (0.00224)
n_estimators20 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9691 (0.00216),0.9690 (0.00216),0.9650 (0.00283),0.9730 (0.00302),0.9382 (0.00431),0.9642 (0.00260),0.9641 (0.00263),0.9617 (0.00457),0.9666 (0.00378),0.9285 (0.00519),0.9598 (0.00209),0.9596 (0.00210),0.9550 (0.00294),0.9643 (0.00302),0.9196 (0.00418)
n_estimators20 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9922 (0.00027),0.9922 (0.00028),0.9873 (0.00113),0.9970 (0.00060),0.9844 (0.00052),0.9744 (0.00195),0.9744 (0.00197),0.9734 (0.00339),0.9753 (0.00279),0.9488 (0.00390),0.9727 (0.00086),0.9727 (0.00080),0.9709 (0.00134),0.9745 (0.00295),0.9455 (0.00173)
n_estimators20 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9893 (0.00168),0.9893 (0.00169),0.9860 (0.00252),0.9926 (0.00161),0.9787 (0.00335),0.9727 (0.00330),0.9728 (0.00330),0.9731 (0.00468),0.9724 (0.00515),0.9455 (0.00661),0.9697 (0.00249),0.9697 (0.00247),0.9692 (0.00295),0.9702 (0.00366),0.9395 (0.00497)
n_estimators20 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9914 (0.00079),0.9914 (0.00080),0.9868 (0.00142),0.9960 (0.00040),0.9829 (0.00157),0.9733 (0.00445),0.9733 (0.00449),0.9730 (0.00646),0.9736 (0.00318),0.9467 (0.00888),0.9717 (0.00310),0.9717 (0.00314),0.9692 (0.00439),0.9741 (0.00223),0.9435 (0.00619)
n_estimators20 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9889 (0.00197),0.9888 (0.00198),0.9854 (0.00299),0.9923 (0.00199),0.9778 (0.00392),0.9729 (0.00287),0.9729 (0.00286),0.9738 (0.00414),0.9721 (0.00451),0.9459 (0.00574),0.9694 (0.00276),0.9694 (0.00276),0.9688 (0.00405),0.9700 (0.00376),0.9389 (0.00552)
n_estimators20 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9900 (0.00123),0.9900 (0.00124),0.9855 (0.00169),0.9946 (0.00145),0.9801 (0.00246),0.9716 (0.00445),0.9716 (0.00443),0.9694 (0.00336),0.9738 (0.00564),0.9433 (0.00892),0.9692 (0.00098),0.9691 (0.00095),0.9662 (0.00068),0.9721 (0.00214),0.9385 (0.00197)
n_estimators20 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9884 (0.00141),0.9883 (0.00142),0.9851 (0.00223),0.9915 (0.00158),0.9768 (0.00282),0.9724 (0.00291),0.9724 (0.00289),0.9723 (0.00333),0.9726 (0.00447),0.9448 (0.00581),0.9697 (0.00249),0.9697 (0.00248),0.9687 (0.00312),0.9707 (0.00331),0.9394 (0.00498)
n_estimators20 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9909 (0.00039),0.9908 (0.00040),0.9862 (0.00091),0.9955 (0.00078),0.9818 (0.00079),0.9743 (0.00197),0.9743 (0.00196),0.9751 (0.00388),0.9735 (0.00422),0.9486 (0.00394),0.9713 (0.00117),0.9712 (0.00123),0.9694 (0.00387),0.9730 (0.00222),0.9426 (0.00234)
n_estimators20 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9880 (0.00156),0.9880 (0.00157),0.9854 (0.00220),0.9906 (0.00156),0.9760 (0.00312),0.9726 (0.00308),0.9726 (0.00309),0.9732 (0.00444),0.9721 (0.00405),0.9453 (0.00617),0.9690 (0.00233),0.9690 (0.00234),0.9688 (0.00351),0.9693 (0.00303),0.9381 (0.00466)
n_estimators20 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9909 (0.00039),0.9908 (0.00040),0.9862 (0.00091),0.9955 (0.00078),0.9818 (0.00079),0.9743 (0.00197),0.9743 (0.00196),0.9751 (0.00388),0.9735 (0.00422),0.9486 (0.00394),0.9713 (0.00117),0.9712 (0.00123),0.9694 (0.00387),0.9730 (0.00222),0.9426 (0.00234)
n_estimators20 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9879 (0.00178),0.9879 (0.00179),0.9853 (0.00244),0.9905 (0.00211),0.9759 (0.00356),0.9729 (0.00286),0.9730 (0.00284),0.9736 (0.00360),0.9724 (0.00459),0.9459 (0.00572),0.9701 (0.00253),0.9700 (0.00254),0.9693 (0.00371),0.9708 (0.00330),0.9402 (0.00506)
n_estimators20 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9911 (0.00125),0.9911 (0.00126),0.9879 (0.00226),0.9944 (0.00040),0.9823 (0.00248),0.9732 (0.00388),0.9732 (0.00384),0.9732 (0.00311),0.9732 (0.00561),0.9465 (0.00777),0.9716 (0.00099),0.9716 (0.00097),0.9697 (0.00054),0.9734 (0.00177),0.9433 (0.00198)
n_estimators20 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9878 (0.00167),0.9878 (0.00167),0.9852 (0.00206),0.9903 (0.00202),0.9756 (0.00334),0.9725 (0.00264),0.9725 (0.00264),0.9726 (0.00396),0.9723 (0.00381),0.9449 (0.00528),0.9697 (0.00237),0.9697 (0.00237),0.9692 (0.00316),0.9702 (0.00306),0.9394 (0.00474)
n_estimators20 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9877 (0.00097),0.9877 (0.00097),0.9845 (0.00118),0.9909 (0.00142),0.9755 (0.00194),0.9736 (0.00234),0.9736 (0.00233),0.9722 (0.00207),0.9751 (0.00331),0.9473 (0.00469),0.9709 (0.00146),0.9708 (0.00144),0.9690 (0.00157),0.9727 (0.00227),0.9418 (0.00291)
n_estimators20 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9842 (0.00164),0.9842 (0.00165),0.9828 (0.00244),0.9856 (0.00201),0.9685 (0.00328),0.9721 (0.00302),0.9721 (0.00303),0.9727 (0.00452),0.9714 (0.00429),0.9441 (0.00606),0.9686 (0.00227),0.9686 (0.00227),0.9686 (0.00306),0.9686 (0.00297),0.9372 (0.00454)
n_estimators20 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9877 (0.00097),0.9877 (0.00097),0.9845 (0.00118),0.9909 (0.00142),0.9755 (0.00194),0.9736 (0.00234),0.9736 (0.00233),0.9722 (0.00207),0.9751 (0.00331),0.9473 (0.00469),0.9709 (0.00146),0.9708 (0.00144),0.9690 (0.00157),0.9727 (0.00227),0.9418 (0.00291)
n_estimators20 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9852 (0.00220),0.9852 (0.00221),0.9843 (0.00315),0.9860 (0.00229),0.9704 (0.00440),0.9732 (0.00345),0.9732 (0.00345),0.9740 (0.00449),0.9724 (0.00445),0.9464 (0.00691),0.9699 (0.00330),0.9700 (0.00330),0.9705 (0.00414),0.9695 (0.00372),0.9399 (0.00660)
