n_estimators100 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9920 (0.00084),0.9920 (0.00083),0.9930 (0.00086),0.9910 (0.00146),0.9840 (0.00167),0.9789 (0.00225),0.9789 (0.00224),0.9815 (0.00281),0.9764 (0.00354),0.9578 (0.00451),0.9762 (0.00173),0.9763 (0.00171),0.9789 (0.00159),0.9737 (0.00291),0.9524 (0.00346)
n_estimators100 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9956 (0.00020),0.9956 (0.00020),0.9950 (0.00015),0.9962 (0.00045),0.9913 (0.00040),0.9802 (0.00156),0.9802 (0.00156),0.9827 (0.00215),0.9778 (0.00191),0.9604 (0.00311),0.9784 (0.00054),0.9784 (0.00051),0.9797 (0.00104),0.9772 (0.00184),0.9568 (0.00107)
n_estimators100 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9921 (0.00073),0.9922 (0.00073),0.9932 (0.00076),0.9911 (0.00141),0.9843 (0.00147),0.9790 (0.00243),0.9791 (0.00242),0.9816 (0.00290),0.9766 (0.00344),0.9580 (0.00487),0.9762 (0.00150),0.9763 (0.00148),0.9786 (0.00172),0.9739 (0.00249),0.9524 (0.00300)
n_estimators100 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9956 (0.00020),0.9956 (0.00020),0.9950 (0.00015),0.9962 (0.00045),0.9913 (0.00040),0.9802 (0.00156),0.9802 (0.00156),0.9827 (0.00215),0.9778 (0.00191),0.9604 (0.00311),0.9784 (0.00054),0.9784 (0.00051),0.9797 (0.00104),0.9772 (0.00184),0.9568 (0.00107)
n_estimators100 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9922 (0.00083),0.9922 (0.00083),0.9932 (0.00101),0.9913 (0.00134),0.9844 (0.00166),0.9792 (0.00242),0.9792 (0.00240),0.9815 (0.00267),0.9770 (0.00412),0.9584 (0.00484),0.9763 (0.00163),0.9764 (0.00161),0.9790 (0.00177),0.9738 (0.00269),0.9526 (0.00325)
n_estimators100 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9766 (0.00151),0.9766 (0.00152),0.9747 (0.00202),0.9785 (0.00123),0.9533 (0.00301),0.9721 (0.00060),0.9721 (0.00064),0.9717 (0.00344),0.9724 (0.00276),0.9441 (0.00120),0.9666 (0.00089),0.9665 (0.00096),0.9633 (0.00291),0.9698 (0.00101),0.9333 (0.00177)
n_estimators100 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9756 (0.00128),0.9755 (0.00130),0.9732 (0.00197),0.9779 (0.00144),0.9512 (0.00257),0.9712 (0.00200),0.9711 (0.00200),0.9708 (0.00276),0.9715 (0.00291),0.9423 (0.00401),0.9650 (0.00142),0.9648 (0.00142),0.9613 (0.00184),0.9684 (0.00217),0.9300 (0.00284)
n_estimators100 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9767 (0.00116),0.9767 (0.00119),0.9749 (0.00210),0.9784 (0.00077),0.9534 (0.00232),0.9717 (0.00108),0.9717 (0.00110),0.9709 (0.00323),0.9726 (0.00270),0.9435 (0.00215),0.9668 (0.00079),0.9667 (0.00086),0.9637 (0.00284),0.9697 (0.00115),0.9336 (0.00155)
n_estimators100 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9758 (0.00146),0.9758 (0.00148),0.9737 (0.00246),0.9779 (0.00108),0.9517 (0.00291),0.9720 (0.00218),0.9720 (0.00217),0.9721 (0.00323),0.9720 (0.00353),0.9441 (0.00436),0.9654 (0.00151),0.9653 (0.00151),0.9621 (0.00213),0.9684 (0.00205),0.9308 (0.00301)
n_estimators100 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9769 (0.00161),0.9768 (0.00163),0.9743 (0.00233),0.9793 (0.00096),0.9537 (0.00322),0.9721 (0.00039),0.9721 (0.00040),0.9720 (0.00284),0.9722 (0.00271),0.9441 (0.00080),0.9664 (0.00027),0.9662 (0.00030),0.9627 (0.00157),0.9698 (0.00114),0.9328 (0.00053)
n_estimators100 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9755 (0.00135),0.9755 (0.00136),0.9733 (0.00207),0.9776 (0.00156),0.9510 (0.00270),0.9718 (0.00194),0.9718 (0.00193),0.9715 (0.00280),0.9720 (0.00328),0.9435 (0.00388),0.9656 (0.00138),0.9654 (0.00137),0.9623 (0.00179),0.9686 (0.00229),0.9311 (0.00277)
n_estimators100 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9759 (0.00183),0.9758 (0.00185),0.9740 (0.00274),0.9777 (0.00134),0.9517 (0.00366),0.9710 (0.00065),0.9710 (0.00070),0.9707 (0.00284),0.9713 (0.00168),0.9420 (0.00130),0.9659 (0.00082),0.9658 (0.00087),0.9625 (0.00217),0.9692 (0.00046),0.9319 (0.00162)
n_estimators100 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9756 (0.00132),0.9756 (0.00133),0.9734 (0.00181),0.9778 (0.00168),0.9513 (0.00264),0.9714 (0.00194),0.9714 (0.00194),0.9713 (0.00318),0.9715 (0.00301),0.9428 (0.00388),0.9656 (0.00142),0.9655 (0.00143),0.9622 (0.00186),0.9688 (0.00181),0.9312 (0.00285)
n_estimators100 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9759 (0.00183),0.9758 (0.00185),0.9740 (0.00274),0.9777 (0.00134),0.9517 (0.00366),0.9710 (0.00065),0.9710 (0.00070),0.9707 (0.00284),0.9713 (0.00168),0.9420 (0.00130),0.9659 (0.00082),0.9658 (0.00087),0.9625 (0.00217),0.9692 (0.00046),0.9319 (0.00162)
n_estimators100 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9755 (0.00107),0.9754 (0.00107),0.9735 (0.00171),0.9774 (0.00166),0.9510 (0.00213),0.9718 (0.00182),0.9718 (0.00181),0.9716 (0.00297),0.9719 (0.00318),0.9436 (0.00364),0.9652 (0.00132),0.9651 (0.00131),0.9622 (0.00166),0.9680 (0.00213),0.9304 (0.00265)
n_estimators100 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9761 (0.00157),0.9761 (0.00159),0.9739 (0.00234),0.9783 (0.00109),0.9523 (0.00313),0.9711 (0.00079),0.9711 (0.00086),0.9715 (0.00323),0.9707 (0.00151),0.9422 (0.00159),0.9660 (0.00106),0.9659 (0.00110),0.9623 (0.00223),0.9695 (0.00079),0.9320 (0.00210)
n_estimators100 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9754 (0.00143),0.9753 (0.00145),0.9733 (0.00216),0.9774 (0.00127),0.9508 (0.00287),0.9714 (0.00179),0.9714 (0.00180),0.9712 (0.00300),0.9716 (0.00269),0.9427 (0.00359),0.9653 (0.00118),0.9652 (0.00117),0.9617 (0.00166),0.9687 (0.00204),0.9307 (0.00236)
n_estimators100 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9755 (0.00054),0.9755 (0.00056),0.9733 (0.00122),0.9777 (0.00012),0.9511 (0.00107),0.9714 (0.00147),0.9714 (0.00151),0.9709 (0.00314),0.9719 (0.00055),0.9429 (0.00294),0.9657 (0.00078),0.9656 (0.00083),0.9618 (0.00226),0.9694 (0.00085),0.9315 (0.00154)
n_estimators100 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9754 (0.00147),0.9753 (0.00148),0.9737 (0.00217),0.9769 (0.00173),0.9507 (0.00294),0.9714 (0.00186),0.9714 (0.00183),0.9714 (0.00287),0.9714 (0.00387),0.9428 (0.00373),0.9656 (0.00146),0.9655 (0.00145),0.9627 (0.00183),0.9684 (0.00241),0.9313 (0.00292)
n_estimators100 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9755 (0.00054),0.9755 (0.00056),0.9733 (0.00122),0.9777 (0.00012),0.9511 (0.00107),0.9714 (0.00147),0.9714 (0.00151),0.9709 (0.00314),0.9719 (0.00055),0.9429 (0.00294),0.9657 (0.00078),0.9656 (0.00083),0.9618 (0.00226),0.9694 (0.00085),0.9315 (0.00154)
n_estimators100 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9751 (0.00161),0.9750 (0.00162),0.9733 (0.00218),0.9767 (0.00171),0.9501 (0.00321),0.9713 (0.00186),0.9713 (0.00186),0.9713 (0.00295),0.9713 (0.00288),0.9426 (0.00372),0.9654 (0.00161),0.9653 (0.00161),0.9623 (0.00199),0.9682 (0.00241),0.9308 (0.00323)
n_estimators100 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9755 (0.00054),0.9755 (0.00056),0.9733 (0.00122),0.9777 (0.00012),0.9511 (0.00107),0.9714 (0.00147),0.9714 (0.00151),0.9709 (0.00314),0.9719 (0.00055),0.9429 (0.00294),0.9657 (0.00078),0.9656 (0.00083),0.9618 (0.00226),0.9694 (0.00085),0.9315 (0.00154)
n_estimators100 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9752 (0.00139),0.9751 (0.00140),0.9734 (0.00198),0.9768 (0.00155),0.9503 (0.00278),0.9714 (0.00190),0.9714 (0.00191),0.9715 (0.00326),0.9712 (0.00305),0.9427 (0.00381),0.9654 (0.00141),0.9653 (0.00140),0.9622 (0.00167),0.9683 (0.00219),0.9308 (0.00283)
n_estimators100 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9947 (0.00030),0.9947 (0.00030),0.9916 (0.00079),0.9978 (0.00052),0.9894 (0.00059),0.9806 (0.00220),0.9806 (0.00222),0.9808 (0.00363),0.9804 (0.00184),0.9612 (0.00440),0.9766 (0.00022),0.9766 (0.00028),0.9769 (0.00246),0.9763 (0.00190),0.9532 (0.00046)
n_estimators100 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9931 (0.00056),0.9930 (0.00056),0.9905 (0.00096),0.9956 (0.00072),0.9861 (0.00111),0.9781 (0.00278),0.9782 (0.00277),0.9792 (0.00295),0.9772 (0.00405),0.9563 (0.00557),0.9752 (0.00167),0.9752 (0.00166),0.9753 (0.00210),0.9751 (0.00235),0.9503 (0.00333)
n_estimators100 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9947 (0.00030),0.9947 (0.00030),0.9916 (0.00039),0.9979 (0.00040),0.9895 (0.00060),0.9793 (0.00240),0.9794 (0.00240),0.9802 (0.00311),0.9785 (0.00256),0.9587 (0.00480),0.9763 (0.00098),0.9763 (0.00097),0.9756 (0.00186),0.9770 (0.00208),0.9527 (0.00195)
n_estimators100 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9928 (0.00073),0.9928 (0.00073),0.9905 (0.00102),0.9952 (0.00095),0.9857 (0.00146),0.9781 (0.00275),0.9781 (0.00274),0.9789 (0.00326),0.9773 (0.00366),0.9562 (0.00550),0.9751 (0.00150),0.9751 (0.00148),0.9750 (0.00185),0.9751 (0.00249),0.9502 (0.00299)
n_estimators100 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9940 (0.00030),0.9940 (0.00030),0.9917 (0.00054),0.9964 (0.00015),0.9881 (0.00059),0.9791 (0.00330),0.9791 (0.00329),0.9800 (0.00332),0.9783 (0.00415),0.9583 (0.00659),0.9767 (0.00054),0.9767 (0.00055),0.9761 (0.00220),0.9773 (0.00188),0.9534 (0.00108)
n_estimators100 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9922 (0.00077),0.9922 (0.00077),0.9902 (0.00103),0.9942 (0.00105),0.9844 (0.00155),0.9782 (0.00254),0.9783 (0.00253),0.9794 (0.00315),0.9772 (0.00396),0.9565 (0.00508),0.9749 (0.00161),0.9749 (0.00161),0.9749 (0.00242),0.9749 (0.00262),0.9498 (0.00322)
n_estimators100 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9936 (0.00030),0.9936 (0.00030),0.9907 (0.00030),0.9964 (0.00030),0.9872 (0.00060),0.9788 (0.00205),0.9788 (0.00207),0.9802 (0.00344),0.9775 (0.00211),0.9576 (0.00411),0.9768 (0.00084),0.9768 (0.00088),0.9766 (0.00272),0.9770 (0.00096),0.9536 (0.00168)
n_estimators100 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9917 (0.00080),0.9917 (0.00080),0.9900 (0.00126),0.9934 (0.00108),0.9835 (0.00160),0.9784 (0.00245),0.9784 (0.00243),0.9792 (0.00267),0.9776 (0.00377),0.9568 (0.00491),0.9752 (0.00153),0.9752 (0.00153),0.9757 (0.00221),0.9747 (0.00234),0.9504 (0.00307)
n_estimators100 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9936 (0.00030),0.9936 (0.00030),0.9907 (0.00030),0.9964 (0.00030),0.9872 (0.00060),0.9788 (0.00205),0.9788 (0.00207),0.9802 (0.00344),0.9775 (0.00211),0.9576 (0.00411),0.9768 (0.00084),0.9768 (0.00088),0.9766 (0.00272),0.9770 (0.00096),0.9536 (0.00168)
n_estimators100 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9919 (0.00075),0.9919 (0.00075),0.9902 (0.00099),0.9935 (0.00121),0.9838 (0.00150),0.9784 (0.00262),0.9784 (0.00260),0.9793 (0.00248),0.9775 (0.00420),0.9568 (0.00524),0.9749 (0.00170),0.9749 (0.00169),0.9751 (0.00188),0.9748 (0.00277),0.9499 (0.00341)
n_estimators100 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9937 (0.00013),0.9937 (0.00013),0.9913 (0.00065),0.9961 (0.00054),0.9874 (0.00026),0.9799 (0.00223),0.9799 (0.00223),0.9810 (0.00288),0.9788 (0.00293),0.9597 (0.00446),0.9765 (0.00075),0.9765 (0.00074),0.9762 (0.00083),0.9768 (0.00139),0.9530 (0.00149)
n_estimators100 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9919 (0.00084),0.9919 (0.00084),0.9905 (0.00127),0.9934 (0.00124),0.9839 (0.00168),0.9784 (0.00239),0.9785 (0.00237),0.9795 (0.00278),0.9775 (0.00381),0.9569 (0.00477),0.9751 (0.00162),0.9751 (0.00161),0.9754 (0.00211),0.9748 (0.00274),0.9502 (0.00324)
n_estimators100 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9910 (0.00146),0.9910 (0.00145),0.9892 (0.00103),0.9927 (0.00205),0.9820 (0.00291),0.9788 (0.00323),0.9788 (0.00323),0.9785 (0.00410),0.9791 (0.00384),0.9576 (0.00644),0.9751 (0.00168),0.9751 (0.00164),0.9756 (0.00052),0.9745 (0.00307),0.9501 (0.00335)
n_estimators100 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9881 (0.00084),0.9881 (0.00084),0.9879 (0.00145),0.9882 (0.00129),0.9762 (0.00168),0.9774 (0.00276),0.9774 (0.00274),0.9786 (0.00312),0.9762 (0.00402),0.9547 (0.00552),0.9740 (0.00154),0.9740 (0.00154),0.9743 (0.00248),0.9737 (0.00231),0.9480 (0.00308)
n_estimators100 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9910 (0.00146),0.9910 (0.00145),0.9892 (0.00103),0.9927 (0.00205),0.9820 (0.00291),0.9788 (0.00323),0.9788 (0.00323),0.9785 (0.00410),0.9791 (0.00384),0.9576 (0.00644),0.9751 (0.00168),0.9751 (0.00164),0.9756 (0.00052),0.9745 (0.00307),0.9501 (0.00335)
n_estimators100 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9881 (0.00102),0.9881 (0.00101),0.9881 (0.00110),0.9882 (0.00191),0.9763 (0.00203),0.9772 (0.00286),0.9772 (0.00283),0.9787 (0.00238),0.9757 (0.00463),0.9544 (0.00572),0.9739 (0.00154),0.9739 (0.00151),0.9746 (0.00141),0.9732 (0.00279),0.9477 (0.00308)
n_estimators100 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9910 (0.00146),0.9910 (0.00145),0.9892 (0.00103),0.9927 (0.00205),0.9820 (0.00291),0.9788 (0.00323),0.9788 (0.00323),0.9785 (0.00410),0.9791 (0.00384),0.9576 (0.00644),0.9751 (0.00168),0.9751 (0.00164),0.9756 (0.00052),0.9745 (0.00307),0.9501 (0.00335)
n_estimators100 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9884 (0.00096),0.9884 (0.00096),0.9883 (0.00115),0.9885 (0.00159),0.9768 (0.00192),0.9777 (0.00250),0.9777 (0.00247),0.9790 (0.00226),0.9765 (0.00409),0.9554 (0.00499),0.9743 (0.00168),0.9743 (0.00167),0.9749 (0.00188),0.9737 (0.00267),0.9485 (0.00337)
n_estimators2000 max_depth10 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9985 (0.00020),0.9985 (0.00020),0.9970 (0.00039),1.0000 (0.00000),0.9971 (0.00039),0.9814 (0.00245),0.9815 (0.00244),0.9823 (0.00288),0.9807 (0.00384),0.9629 (0.00491),0.9797 (0.00052),0.9797 (0.00054),0.9809 (0.00210),0.9786 (0.00161),0.9594 (0.00105)
n_estimators2000 max_depth10 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9977 (0.00018),0.9977 (0.00018),0.9955 (0.00034),0.9999 (0.00014),0.9954 (0.00037),0.9806 (0.00213),0.9807 (0.00210),0.9821 (0.00237),0.9793 (0.00385),0.9613 (0.00425),0.9779 (0.00083),0.9780 (0.00082),0.9791 (0.00155),0.9769 (0.00220),0.9559 (0.00166)
n_estimators2000 max_depth10 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9985 (0.00015),0.9985 (0.00015),0.9970 (0.00030),1.0000 (0.00000),0.9971 (0.00030),0.9816 (0.00220),0.9816 (0.00219),0.9829 (0.00237),0.9802 (0.00322),0.9631 (0.00439),0.9793 (0.00072),0.9793 (0.00072),0.9804 (0.00144),0.9782 (0.00139),0.9586 (0.00144)
n_estimators2000 max_depth10 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9977 (0.00017),0.9976 (0.00017),0.9954 (0.00028),0.9999 (0.00020),0.9953 (0.00033),0.9804 (0.00216),0.9805 (0.00215),0.9820 (0.00246),0.9789 (0.00363),0.9609 (0.00433),0.9779 (0.00087),0.9779 (0.00085),0.9791 (0.00147),0.9767 (0.00224),0.9558 (0.00174)
n_estimators2000 max_depth10 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9980 (0.00020),0.9980 (0.00020),0.9961 (0.00030),0.9999 (0.00015),0.9960 (0.00039),0.9819 (0.00234),0.9819 (0.00233),0.9836 (0.00288),0.9803 (0.00408),0.9638 (0.00469),0.9798 (0.00060),0.9798 (0.00061),0.9810 (0.00202),0.9787 (0.00161),0.9596 (0.00120)
n_estimators2000 max_depth10 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9971 (0.00033),0.9971 (0.00033),0.9951 (0.00040),0.9990 (0.00051),0.9942 (0.00066),0.9802 (0.00218),0.9802 (0.00216),0.9820 (0.00243),0.9785 (0.00360),0.9604 (0.00436),0.9777 (0.00079),0.9778 (0.00077),0.9793 (0.00157),0.9763 (0.00218),0.9555 (0.00158)
n_estimators2000 max_depth10 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9980 (0.00007),0.9980 (0.00007),0.9961 (0.00015),0.9999 (0.00015),0.9960 (0.00015),0.9817 (0.00186),0.9817 (0.00186),0.9827 (0.00311),0.9807 (0.00295),0.9633 (0.00373),0.9790 (0.00073),0.9790 (0.00075),0.9802 (0.00194),0.9779 (0.00131),0.9581 (0.00147)
n_estimators2000 max_depth10 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9962 (0.00030),0.9962 (0.00030),0.9949 (0.00055),0.9975 (0.00047),0.9924 (0.00061),0.9799 (0.00213),0.9800 (0.00211),0.9818 (0.00243),0.9782 (0.00348),0.9599 (0.00426),0.9775 (0.00090),0.9775 (0.00088),0.9790 (0.00132),0.9760 (0.00223),0.9549 (0.00179)
n_estimators2000 max_depth10 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9980 (0.00007),0.9980 (0.00007),0.9961 (0.00015),0.9999 (0.00015),0.9960 (0.00015),0.9817 (0.00186),0.9817 (0.00186),0.9827 (0.00311),0.9807 (0.00295),0.9633 (0.00373),0.9790 (0.00073),0.9790 (0.00075),0.9802 (0.00194),0.9779 (0.00131),0.9581 (0.00147)
n_estimators2000 max_depth10 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9962 (0.00029),0.9962 (0.00029),0.9949 (0.00057),0.9975 (0.00044),0.9925 (0.00058),0.9801 (0.00228),0.9801 (0.00226),0.9820 (0.00258),0.9783 (0.00384),0.9602 (0.00457),0.9776 (0.00094),0.9777 (0.00092),0.9793 (0.00122),0.9761 (0.00230),0.9553 (0.00188)
n_estimators2000 max_depth10 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9979 (0.00000),0.9979 (0.00000),0.9960 (0.00015),0.9999 (0.00015),0.9959 (0.00000),0.9820 (0.00211),0.9820 (0.00211),0.9831 (0.00316),0.9809 (0.00365),0.9640 (0.00423),0.9792 (0.00058),0.9792 (0.00061),0.9801 (0.00224),0.9783 (0.00122),0.9584 (0.00117)
n_estimators2000 max_depth10 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9959 (0.00029),0.9959 (0.00029),0.9948 (0.00050),0.9969 (0.00035),0.9918 (0.00058),0.9801 (0.00223),0.9801 (0.00222),0.9821 (0.00256),0.9781 (0.00367),0.9601 (0.00447),0.9775 (0.00094),0.9776 (0.00092),0.9792 (0.00133),0.9760 (0.00222),0.9551 (0.00188)
n_estimators2000 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9956 (0.00020),0.9956 (0.00020),0.9950 (0.00039),0.9962 (0.00000),0.9913 (0.00039),0.9806 (0.00245),0.9806 (0.00244),0.9821 (0.00215),0.9792 (0.00356),0.9612 (0.00491),0.9780 (0.00085),0.9781 (0.00083),0.9800 (0.00147),0.9762 (0.00201),0.9561 (0.00169)
n_estimators2000 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9922 (0.00075),0.9922 (0.00074),0.9935 (0.00071),0.9910 (0.00175),0.9844 (0.00149),0.9787 (0.00234),0.9788 (0.00231),0.9817 (0.00246),0.9759 (0.00382),0.9574 (0.00467),0.9761 (0.00118),0.9761 (0.00115),0.9784 (0.00119),0.9739 (0.00259),0.9522 (0.00235)
n_estimators2000 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9956 (0.00020),0.9956 (0.00020),0.9950 (0.00039),0.9962 (0.00000),0.9913 (0.00039),0.9806 (0.00245),0.9806 (0.00244),0.9821 (0.00215),0.9792 (0.00356),0.9612 (0.00491),0.9780 (0.00085),0.9781 (0.00083),0.9800 (0.00147),0.9762 (0.00201),0.9561 (0.00169)
n_estimators2000 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9922 (0.00066),0.9923 (0.00065),0.9934 (0.00079),0.9911 (0.00176),0.9845 (0.00131),0.9789 (0.00238),0.9789 (0.00235),0.9817 (0.00258),0.9762 (0.00382),0.9578 (0.00475),0.9761 (0.00118),0.9762 (0.00115),0.9785 (0.00120),0.9739 (0.00257),0.9523 (0.00235)
n_estimators2000 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9956 (0.00020),0.9956 (0.00020),0.9950 (0.00039),0.9962 (0.00000),0.9913 (0.00039),0.9806 (0.00245),0.9806 (0.00244),0.9821 (0.00215),0.9792 (0.00356),0.9612 (0.00491),0.9780 (0.00085),0.9781 (0.00083),0.9800 (0.00147),0.9762 (0.00201),0.9561 (0.00169)
n_estimators2000 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9922 (0.00068),0.9922 (0.00067),0.9934 (0.00075),0.9910 (0.00160),0.9844 (0.00135),0.9789 (0.00229),0.9790 (0.00227),0.9817 (0.00240),0.9763 (0.00383),0.9578 (0.00458),0.9761 (0.00119),0.9762 (0.00116),0.9784 (0.00126),0.9740 (0.00244),0.9523 (0.00236)
n_estimators2000 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9763 (0.00056),0.9762 (0.00056),0.9730 (0.00108),0.9794 (0.00139),0.9526 (0.00113),0.9712 (0.00118),0.9712 (0.00117),0.9696 (0.00103),0.9727 (0.00183),0.9424 (0.00237),0.9648 (0.00142),0.9646 (0.00141),0.9594 (0.00091),0.9698 (0.00208),0.9296 (0.00286)
n_estimators2000 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9755 (0.00050),0.9755 (0.00052),0.9724 (0.00131),0.9785 (0.00066),0.9511 (0.00100),0.9713 (0.00164),0.9712 (0.00163),0.9696 (0.00169),0.9728 (0.00207),0.9425 (0.00328),0.9647 (0.00094),0.9645 (0.00093),0.9601 (0.00081),0.9690 (0.00169),0.9294 (0.00190)
n_estimators2000 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9764 (0.00049),0.9763 (0.00049),0.9732 (0.00130),0.9794 (0.00138),0.9528 (0.00098),0.9713 (0.00108),0.9713 (0.00104),0.9699 (0.00030),0.9727 (0.00220),0.9427 (0.00216),0.9648 (0.00149),0.9647 (0.00147),0.9595 (0.00068),0.9698 (0.00229),0.9297 (0.00300)
n_estimators2000 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9755 (0.00063),0.9754 (0.00064),0.9726 (0.00132),0.9782 (0.00089),0.9510 (0.00125),0.9712 (0.00171),0.9712 (0.00170),0.9697 (0.00173),0.9726 (0.00213),0.9424 (0.00341),0.9646 (0.00091),0.9645 (0.00089),0.9600 (0.00070),0.9690 (0.00161),0.9293 (0.00183)
n_estimators2000 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9764 (0.00037),0.9763 (0.00037),0.9733 (0.00116),0.9793 (0.00130),0.9528 (0.00075),0.9713 (0.00127),0.9713 (0.00125),0.9703 (0.00052),0.9723 (0.00205),0.9427 (0.00255),0.9648 (0.00150),0.9647 (0.00148),0.9595 (0.00068),0.9698 (0.00229),0.9297 (0.00301)
n_estimators2000 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9753 (0.00056),0.9753 (0.00057),0.9724 (0.00123),0.9781 (0.00077),0.9507 (0.00112),0.9712 (0.00170),0.9711 (0.00170),0.9696 (0.00180),0.9727 (0.00201),0.9424 (0.00339),0.9647 (0.00095),0.9645 (0.00094),0.9600 (0.00070),0.9690 (0.00156),0.9293 (0.00192)
n_estimators2000 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9763 (0.00066),0.9763 (0.00065),0.9733 (0.00083),0.9792 (0.00148),0.9527 (0.00133),0.9714 (0.00122),0.9714 (0.00120),0.9705 (0.00060),0.9723 (0.00204),0.9429 (0.00244),0.9649 (0.00131),0.9648 (0.00129),0.9595 (0.00068),0.9701 (0.00192),0.9300 (0.00263)
n_estimators2000 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9753 (0.00054),0.9753 (0.00056),0.9725 (0.00130),0.9780 (0.00066),0.9507 (0.00108),0.9712 (0.00170),0.9712 (0.00170),0.9697 (0.00170),0.9727 (0.00214),0.9425 (0.00341),0.9649 (0.00086),0.9647 (0.00085),0.9604 (0.00075),0.9691 (0.00152),0.9298 (0.00174)
